Index,Title,Artist,Genre,Year,Beats Per Minute (BPM),Energy,Danceability,Loudness (dB),Liveness,Valence,Length (Duration),Acousticness,Speechiness,Popularity
583,RedEyes,The War On Drugs,chamber pop,2014,162,82,46,-6,16,47,299,1,4,65
584,LamourToujoursSmallMix,Gigi D  Agostino,eurodance,2014,139,88,64,-4,36,74,242,8,3,70
585,SeeMeFeelMeSingleVersion,The Who,album rock,2014,94,34,38,-11,8,8,217,9,3,39
586,HemelValt,Typhoon,dutch hip hop,2014,97,74,66,-7,33,74,161,24,14,43
587,Glycerine,Bush,alternative metal,2014,114,34,44,-11,10,8,266,4,3,65
588,WitLicht,Jeroen van Koningsbrugge,pop,2014,146,69,59,-7,10,19,212,72,8,43
589,YellowSubmarine,The Beatles,british invasion,2014,111,64,62,-7,52,65,159,21,3,58
590,CaliforniaLove,2Pac,g funk,2014,92,88,66,-3,69,77,348,3,9,41
591,Superheroes,The Script,celtic rock,2014,167,89,49,-4,7,64,245,0,4,75
592,StayWithMe,Sam Smith,pop,2014,84,42,42,-6,11,18,173,59,4,84
593,ShakeItOff,Taylor Swift,dance pop,2014,160,80,65,-5,33,94,219,6,17,66
594,LookingTooClosely,Fink,chamber pop,2014,175,52,48,-12,9,10,311,33,4,63
595,NoGoodinGoodbye,The Script,celtic rock,2014,156,87,37,-5,8,22,308,1,4,59
596,CountingStars,OneRepublic,dance pop,2014,122,71,66,-5,12,48,258,7,4,74
597,TimeAfterTime,Cyndi Lauper,dance pop,2014,130,44,72,-9,9,32,243,58,3,72
598,SexyAlsIkDans,Nielson,dutch pop,2014,94,54,79,-7,20,89,215,9,5,49
599,DoneWithIt,Kensington,dutch pop,2014,116,78,65,-7,10,63,203,13,4,49
600,LoveNeverFeltSoGood,Michael Jackson,pop,2014,118,72,78,-6,7,71,246,13,4,70
601,ShutUpandDance,WALK THE MOON,indie pop,2014,128,87,58,-4,26,62,199,1,6,82
602,NothingReallyMatters,Mr   Probz,dutch hip hop,2014,135,23,40,-9,11,28,222,89,4,61
603,PromisesofNoMansLand,Blaudzun,dutch indie,2014,124,85,62,-6,24,64,215,12,3,43
604,LetItGo,James Bay,neo mellow,2014,147,31,55,-10,11,25,261,82,3,74
605,TheSoundofSilence,Disturbed,alternative metal,2015,86,28,32,-9,10,18,248,47,3,75
606,HetDorpLive,Wim Sonneveld,dutch cabaret,2015,114,44,37,-15,67,45,198,82,8,15
607,Psycho,Muse,modern rock,2015,125,88,56,-3,87,51,317,0,3,69
608,lan,Nightwish,finnish metal,2015,128,58,57,-9,14,30,287,1,3,58
609,DatIkJeMis,Maaike Ouboter,dutch pop,2015,174,13,50,-13,10,28,256,88,6,29
610,HeadingUpHigh,Armin van Buuren,edm,2015,128,93,52,-5,11,20,233,0,9,53
611,ZegMaarNietsMeerRemastered,Andre Hazes,dutch pop,2015,95,79,36,-8,91,30,167,16,4,26
612,Chandelier,Sia,australian dance,2015,117,79,40,-3,7,57,216,2,5,71
613,UptownFunk,Mark Ronson,dance pop,2015,115,61,86,-7,3,93,270,1,8,82
614,Birds,Anouk,dutch indie,2015,85,41,17,-8,11,9,203,61,3,33
615,Michel,Anouk,dutch indie,2015,122,39,58,-8,9,16,249,76,3,20
616,LetItHappen,Tame Impala,australian psych,2015,125,88,60,-6,11,58,468,0,4,76
617,Everglow,Coldplay,permanent wave,2015,146,45,54,-9,11,14,283,46,3,69
618,TheLessIKnowTheBetter,Tame Impala,australian psych,2015,117,74,64,-4,17,79,216,1,3,85
619,OrdinaryLove,U2,irish rock,2015,121,48,66,-9,18,35,219,4,3,45
620,StressedOut,Twenty One Pilots,modern rock,2015,170,64,73,-6,6,65,202,5,14,83
621,ForBitterOrWorse,Anouk,dutch indie,2015,83,41,27,-8,12,32,255,29,3,21
622,AllINeedEdit,Air,downtempo,2015,95,42,50,-12,20,22,242,88,3,41
623,HymnfortheWeekend,Coldplay,permanent wave,2015,90,74,49,-5,30,36,259,26,4,78
624,AdventureofaLifetime,Coldplay,permanent wave,2015,112,92,64,-4,15,53,264,0,4,74
625,ThreeDaysInARow,Anouk,dutch indie,2015,171,50,36,-6,16,39,254,0,3,13
626,Moondance,Van Morrison,classic rock,2015,135,33,65,-11,22,52,272,43,3,42
627,RUKiddinMe,Anouk,dutch indie,2015,89,82,53,-6,9,69,200,1,4,16
628,ThemeFromNewYorkNewYork,Frank Sinatra,adult standards,2015,109,59,41,-5,28,56,204,55,3,68
629,HoldMe,Douwe Bob,dutch americana,2015,161,38,35,-8,15,36,230,61,3,26
630,Budapest,George Ezra,folk-pop,2015,128,46,72,-8,11,39,201,8,3,68
631,ShoesofLightning,Racoon,dutch indie,2015,78,40,54,-8,11,17,220,66,4,32
632,Mercy,Muse,modern rock,2015,130,93,48,-5,31,37,232,1,5,60
633,TennesseeWhiskey,Chris Stapleton,contemporary country,2015,49,37,39,-11,8,51,293,21,3,78
634,OxygenePt,Jean-Michel Jarre,laboratorio,2015,189,76,43,-8,55,66,247,2,4,57
635,AHeadFullofDreams,Coldplay,permanent wave,2015,123,92,45,-5,33,8,224,0,7,68
636,WeComeRadioEdit,Faithless,big beat,2015,136,90,65,-11,15,61,222,0,4,54
637,ForeverManRemaster,Eric Clapton,album rock,2015,111,90,64,-6,17,78,192,20,4,46
638,DownMan,Brainbox,dutch prog,2015,168,76,43,-9,10,51,155,0,6,35
639,LiquidSpiritClaptoneRemix,Gregory Porter,contemporary vocal jazz,2015,121,62,88,-9,5,30,384,0,5,63
640,LivingDollRemaster,Cliff Richard & The Drifters,rock-and-roll,2015,127,47,76,-7,10,77,157,54,4,33
641,OceanofNight,Editors,alternative dance,2015,106,67,57,-10,11,25,305,2,3,58
642,BetheOne,Dua Lipa,dance pop,2015,87,65,66,-4,6,37,203,12,5,73
643,UpUp,Coldplay,permanent wave,2015,164,72,48,-5,10,25,405,5,6,70
644,ShipToWreck,Florence + The Machine,art pop,2015,142,92,56,-4,28,59,235,0,3,54
645,LoveYourself,Justin Bieber,canadian pop,2015,100,38,61,-10,28,52,234,84,44,83
646,HappyXmasWarIsOver,John Lennon,album rock,2015,147,68,40,-6,68,60,212,18,3,47
647,Sorry,Kensington,dutch pop,2016,134,41,46,-8,10,9,227,50,3,63
648,ColdLittleHeart,Michael Kiwanuka,british soul,2016,108,40,49,-8,14,15,598,49,3,67
649,Barcelona,Freddie Mercury,glam rock,2016,170,46,18,-9,9,13,267,74,4,40
650,Leef,André Hazes Jr  ,dutch pop,2016,121,73,67,-7,18,78,218,28,4,62
651,Hello,Adele,british soul,2016,158,45,48,-6,9,29,295,34,3,73
652,AgainstAllOddsTakeaLookatMeNowRemaster,Phil Collins,mellow gold,2016,116,50,58,-7,13,11,206,20,3,74
653,TreurNietOdeAanHetLeven,Diggy Dex,dutch hip hop,2016,98,72,68,-9,13,57,225,20,6,60
654,WhenWeWereYoung,Adele,british soul,2016,144,59,38,-6,9,27,291,35,5,73
655,DoIEver,Kensington,dutch pop,2016,163,79,39,-6,40,34,204,0,5,53
656,CANTSTOPTHEFEELINGOriginalSongfrom,Justin Timberlake,dance pop,2016,113,83,67,-6,10,70,238,1,7,75
657,WhateverYouWant,Status Quo,album rock,2016,123,55,55,-11,18,42,242,85,4,36
658,Lazarus,David Bowie,album rock,2016,130,70,66,-7,9,51,382,5,3,61
659,MillionYearsAgo,Adele,british soul,2016,106,27,72,-8,11,18,227,73,3,62
660,DarkNecessities,Red Hot Chili Peppers,alternative rock,2016,92,74,70,-7,11,20,302,7,7,74
661,YouWantItDarker,Leonard Cohen,canadian folk,2016,109,33,67,-17,8,49,284,61,6,63
662,Bridges,Kensington,dutch pop,2016,150,83,38,-7,7,45,220,0,6,49
663,OnceUponaTimeintheWestMainTheme,Ennio Morricone,classic soundtrack,2016,90,21,12,-11,13,5,223,84,4,54
664,Mooi,Marco Borsato,dutch cabaret,2016,150,43,49,-8,12,31,315,10,3,59
665,IJustCantHelpBelievin,Elvis Presley,adult standards,2016,142,66,46,-8,9,34,274,28,5,44
666,LoveHate,Michael Kiwanuka,british soul,2016,170,49,28,-8,17,53,427,16,3,66
667,NewGoldDream,Simple Minds,art rock,2016,123,75,59,-11,34,66,339,0,3,44
668,DiscoInferno,The Trammps,disco,2016,130,70,68,-9,14,81,214,0,3,54
669,SomeoneSomewhereInSummertime,Simple Minds,art rock,2016,100,53,56,-11,11,67,278,2,3,41
670,KMagic,Bruno Mars,dance pop,2016,107,80,82,-4,15,63,226,3,8,78
671,Blackstar,David Bowie,album rock,2016,98,55,37,-8,18,11,598,21,3,55
672,WaterUndertheBridge,Adele,british soul,2016,95,84,60,-7,11,47,240,2,7,67
673,AllIAsk,Adele,british soul,2016,142,28,59,-5,15,34,272,88,3,70
674,TheLifeILive,Q  65,dutch prog,2016,131,46,60,-12,22,80,204,10,4,27
675,WeAllStandTogetherRemastered,Paul McCartney,album rock,2016,72,26,35,-12,13,48,265,61,3,24
676,Heathens,Twenty One Pilots,modern rock,2016,90,40,73,-9,11,55,196,8,3,81
677,JacobsSong,Douwe Bob,dutch americana,2016,74,51,36,-8,16,15,318,4,3,40
678,WayDownWeGo,KALEO,icelandic indie,2016,163,51,49,-8,10,34,214,58,12,76
679,Years,Lukas Graham,danish pop,2016,120,47,77,-6,39,34,237,29,5,80
680,ForbiddenColours,Ryuichi Sakamoto,compositional ambient,2016,105,24,61,-17,25,37,290,76,3,28
681,TheBookOfLove,Gavin James,neo mellow,2016,108,7,52,-14,13,27,177,70,4,34
682,ZoutelandefeatGeike,BLØF,dutch pop,2017,129,64,67,-7,14,89,223,22,3,41
683,PokmonThemeNewStudioRecording,Jason Paige,pop,2017,145,91,57,-5,14,40,197,3,5,41
684,Perfect,Ed Sheeran,pop,2017,95,45,60,-6,11,17,263,16,2,87
685,Thriller,Michael Jackson,pop,2017,118,89,76,-4,85,72,358,8,7,69
686,BoulevardofBrokenDreams,Green Day,modern rock,2017,167,68,50,-4,6,47,262,1,3,74
687,WhatAboutUs,P!nk,dance pop,2017,114,59,49,-6,9,19,270,3,5,76
688,ShapeofYou,Ed Sheeran,pop,2017,96,65,83,-3,9,93,234,58,8,87
689,Believer,Imagine Dragons,modern rock,2017,125,78,78,-4,8,67,204,6,13,88
690,Human,Rag  n  Bone Man,neo soul,2017,75,71,60,-4,17,55,200,39,30,78
691,Hethetnognooitzodonkerwest,Ede Staal,streektaal,2017,98,21,61,-20,8,42,274,60,3,28
692,CastleontheHill,Ed Sheeran,pop,2017,135,83,46,-5,14,47,261,2,10,79
693,SignoftheTimes,Harry Styles,dance pop,2017,120,60,52,-5,11,22,341,3,3,80
694,IntheBlood,John Mayer,neo mellow,2017,80,66,55,-7,10,52,244,39,3,66
695,NaotZuuje,Lex Uiting,carnaval limburg,2017,190,53,26,-6,5,45,213,39,4,41
696,RollOverLayDownLiveAtTheKursaalSouthend,Status Quo,album rock,2017,132,69,34,-9,34,21,341,0,4,32
697,WhateverItTakes,Imagine Dragons,modern rock,2017,135,66,67,-5,12,56,201,4,3,82
698,Amigo,Chef  Special,dutch indie,2017,145,91,55,-5,35,64,180,1,7,33
699,IedereneHefEenReden,Bökkers,dutch rock,2017,108,61,57,-9,10,69,185,56,4,41
700,EverythingNow,Arcade Fire,alternative dance,2017,116,87,55,-5,46,61,303,0,3,66
701,Sorry,Nothing But Thieves,alternative pop rock,2017,128,78,67,-5,13,52,215,0,3,62
702,OneMoreLight,Linkin Park,alternative metal,2017,84,20,59,-11,9,17,255,90,3,75
703,ThroughtheBarricadesRemastered,Spandau Ballet,dance rock,2017,146,28,49,-14,12,17,360,30,3,60
704,FreedomRemastered,George Michael,dance rock,2017,92,85,68,-11,6,93,391,23,5,69
705,Amsterdam,Nothing But Thieves,alternative pop rock,2017,168,93,51,-5,24,67,272,0,24,63
706,SomethingJustLikeThis,The Chainsmokers,electropop,2017,103,64,62,-7,16,45,247,5,3,84
707,Thunder,Imagine Dragons,modern rock,2017,168,82,61,-5,15,29,187,1,4,86
708,ThinkingOfAPlace,The War On Drugs,chamber pop,2017,103,63,48,-7,12,16,671,39,3,59
709,Happier,Ed Sheeran,pop,2017,90,39,52,-7,14,24,208,54,3,83
710,GalwayGirl,Ed Sheeran,pop,2017,100,88,62,-3,33,78,171,7,10,80
711,SunnyDays,Armin van Buuren,edm,2017,115,71,63,-7,14,24,210,1,3,54
712,SupermarketFlowers,Ed Sheeran,pop,2017,90,24,59,-11,9,26,221,91,4,78
713,Holiday,Green Day,modern rock,2017,147,89,55,-3,89,72,233,0,3,67
714,Max,Paolo Conte,italian pop,2017,125,40,50,-9,12,15,225,34,3,25
715,RappersDelight,The Sugarhill Gang,east coast hip hop,2017,112,75,91,-10,4,83,234,7,25,48
716,Pain,The War On Drugs,chamber pop,2017,116,83,52,-4,8,48,331,0,4,62
717,LoveOnTheRocks,Neil Diamond,adult standards,2017,103,31,40,-8,12,31,262,92,3,40
718,TuesdayAfternoonForeverAfternoon,The Moody Blues,album rock,2017,114,32,50,-13,24,30,249,10,3,50
719,MagnificentSheSays,Elbow,britpop,2017,92,87,51,-7,5,39,266,19,5,31
720,Nicotine,Chef  Special,dutch indie,2017,90,30,64,-10,10,44,238,62,3,36
721,Homesick,Dua Lipa,dance pop,2017,86,22,43,-9,11,40,230,95,4,71
722,BeautifulTrauma,P!nk,dance pop,2017,96,62,41,-6,40,23,250,9,7,68
723,WorldGoneMad,Bastille,metropopolis,2017,140,68,51,-3,18,36,196,28,3,64
724,LeaveaLightOn,Tom Walker,indie anthem-folk,2017,69,62,59,-6,13,27,186,2,11,75
725,Skin,Rag  n  Bone Man,neo soul,2017,171,75,56,-8,15,35,240,27,31,69
726,LostonYou,LP,la pop,2017,174,72,43,-6,9,69,268,10,4,78
727,Shallow,Lady Gaga,dance pop,2018,96,39,57,-6,23,32,216,37,3,88
728,KleineJongen,Andre Hazes,dutch pop,2018,91,70,54,-6,10,56,221,5,3,30
729,DuurtTeLang,Davina Michelle,dutch pop,2018,174,44,64,-14,9,15,154,13,20,68
730,IWantToBreakFree,Queen,glam rock,2018,109,41,81,-9,8,50,223,11,4,59
731,September,Earth  Wind & Fire,disco,2018,126,83,69,-7,25,98,215,17,3,82
732,VoorHaar,Frans Halsema,dutch rock,2018,82,36,28,-12,25,36,172,65,3,30
733,Testament,Boudewijn de Groot,dutch indie,2018,122,40,43,-10,12,63,195,48,5,28
734,AtemlosdurchdieNacht,Helene Fischer,german pop,2018,128,78,81,-4,19,82,220,6,5,38
735,ZijGelooftInMij,Andre Hazes,dutch pop,2018,152,60,32,-6,25,18,240,11,3,30
736,VerdronkenVlinder,Boudewijn de Groot,dutch indie,2018,128,54,33,-9,21,82,146,57,4,29
737,AlsHetAvondIs,Suzan & Freek,dutch pop,2018,105,47,72,-7,11,45,206,53,3,65
738,DeVlieger,Andre Hazes,dutch pop,2018,105,66,40,-7,23,39,217,3,3,27
739,GeefMijJeAngst,Andre Hazes,dutch pop,2018,140,57,34,-7,42,37,257,6,3,30
740,Natural,Imagine Dragons,modern rock,2018,100,61,70,-6,8,22,189,22,4,84
741,IJskoud,Nielson,dutch pop,2018,98,73,67,-7,37,15,210,4,5,65
742,WelterustenMijnheerDePresident,Boudewijn de Groot,dutch indie,2018,131,41,55,-11,24,86,152,46,5,23
743,Jimmy,Boudewijn de Groot,dutch indie,2018,111,74,66,-10,32,89,236,23,3,32
744,BadLiar,Imagine Dragons,modern rock,2018,178,64,38,-7,37,8,261,7,7,83
745,Sammy,Ramses Shaffy,dutch cabaret,2018,81,49,50,-8,14,76,135,76,5,23
746,HighHopes,Panic! At The Disco,baroque pop,2018,82,90,58,-3,6,68,191,19,6,87
747,HetLandVanMaasEnWaal,Boudewijn de Groot,dutch indie,2018,126,60,73,-10,6,96,179,40,5,23
748,Shotgun,George Ezra,folk-pop,2018,116,74,67,-5,24,75,201,29,5,82
749,NewLight,John Mayer,neo mellow,2018,124,69,83,-8,8,85,216,33,3,81
750,YouSay,Lauren Daigle,ccm,2018,148,63,49,-7,9,8,275,68,3,80
751,EenBeetjeVerliefd,Andre Hazes,dutch pop,2018,198,61,30,-7,15,33,251,6,3,32
752,SomeoneYouLoved,Lewis Capaldi,pop,2018,110,41,50,-6,11,45,182,75,3,85
753,BangerHartRadioMix,Rob De Nijs,dutch pop,2018,124,89,77,-9,6,97,261,7,4,16
754,MalleBabbe,Rob De Nijs,dutch pop,2018,87,38,35,-10,12,53,253,73,4,15
755,VluchtenKanNietMeer,Frans Halsema,dutch rock,2018,87,25,41,-13,38,32,221,74,3,17
756,Faded,Alan Walker,electro house,2018,180,63,47,-5,11,16,212,3,5,80
757,HighOnLifefeatBonn,Martin Garrix,big room,2018,128,49,41,-6,11,37,231,1,3,78
758,HetIsKoudZonderJou,Andre Hazes,dutch pop,2018,197,64,18,-7,12,52,241,11,4,30
759,NVriend,Andre Hazes,dutch pop,2018,68,58,23,-7,9,49,292,8,3,31
760,AlwaysRememberUsThisWay,Lady Gaga,dance pop,2018,130,50,55,-6,76,30,210,30,4,81
761,EenMeisjeVanZestien,Boudewijn de Groot,dutch indie,2018,140,49,57,-11,17,73,179,2,5,20
762,WhyDontYouDoRight,Beth Hart,blues rock,2018,106,74,63,-8,17,67,276,47,4,44
763,DeZonOp,Diggy Dex,dutch hip hop,2018,100,57,74,-8,10,57,209,51,4,52
764,Youngblood,5 Seconds of Summer,boy band,2018,120,85,60,-5,12,15,203,2,46,84
765,Prikkebeen,Boudewijn de Groot,dutch indie,2018,109,52,57,-11,13,33,252,5,3,17
766,OutlawInEm,Waylon,dutch americana,2018,87,93,50,-3,37,68,217,3,8,39
767,AlsDeRookOmJeHoofdIsVerdwenen,Boudewijn de Groot,dutch indie,2018,132,71,42,-11,3,64,205,14,3,19
768,SkandalimSperrbezirk,Spider Murphy Gang,austropop,2018,93,84,64,-8,21,89,216,42,4,26
769,PainandMisery,The Teskey Brothers,australian americana,2018,89,34,71,-7,16,49,241,79,3,50
770,IDo,Douwe Bob,dutch americana,2018,73,25,49,-11,8,27,202,88,3,52
771,HetLaatsteRondjeRemastered,Andre Hazes,dutch pop,2018,103,76,53,-7,14,84,258,6,4,33
772,GuidingLight,Mumford & Sons,modern folk rock,2018,100,71,55,-8,8,30,218,6,5,60
773,HavanafeatYoungThug,Camila Cabello,dance pop,2018,105,52,77,-4,13,39,217,18,3,85
774,HouVolHouVast,BLØF,dutch pop,2018,86,61,51,-5,8,23,295,0,2,12
775,OneKisswithDuaLipa,Calvin Harris,dance pop,2018,124,86,79,-3,8,59,215,4,11,86
776,NothingBreaksLikeaHeartfeatMileyCyrus,Mark Ronson,dance pop,2018,114,79,60,-6,39,24,217,1,7,79
777,LayYourWeaponsDown,Ilse DeLange,dutch americana,2018,94,68,54,-9,9,47,219,1,6,21
778,InMyBlood,Shawn Mendes,canadian pop,2018,140,71,62,-7,13,49,211,6,7,82
779,RollerCoaster,Danny Vera,dutch americana,2019,97,38,40,-10,12,28,270,51,3,70
780,Arcade,Duncan Laurence,dutch pop,2019,72,33,45,-13,14,27,184,82,4,73
781,AWhiterShadeofPaleOriginalSingleVersion,Procol Harum,album rock,2019,150,66,25,-7,9,44,249,50,3,67
782,DontYouForgetAboutMe,Simple Minds,art rock,2019,111,75,67,-9,29,69,261,8,3,73
783,TheLoadOutRemastered,Jackson Browne,album rock,2019,106,32,52,-12,13,31,335,74,3,37
784,StayRemastered,Jackson Browne,album rock,2019,107,77,60,-8,11,72,204,10,3,36
785,LastChristmas,Wham!,dance rock,2019,108,58,74,-9,18,94,265,19,3,85
786,TimeToGive,White Lies,alternative dance,2019,120,83,43,-6,14,35,455,2,5,50
787,badguy,Billie Eilish,electropop,2019,135,43,70,-11,10,56,194,33,38,95
788,Memories,Maroon 5,pop,2019,91,32,76,-7,8,57,189,84,5,98
789,LoveLikeBlood,Killing Joke,alternative metal,2019,124,76,40,-8,37,49,261,10,5,37
790,Renie,Snelle,dutch hip hop,2019,96,35,51,-9,59,51,172,67,15,71
791,AboutAGirlLiveVersion,Nirvana,alternative rock,2019,121,76,61,-9,73,63,218,14,7,50
792,DEUTSCHLAND,Rammstein,alternative metal,2019,120,90,52,-5,10,24,322,0,4,72
793,PhantomOfTheOpera,Floor Jansen,dutch pop,2019,132,87,47,-6,25,27,244,0,5,56
794,DanceMonkey,Tones and I,australian pop,2019,98,59,82,-6,15,51,209,69,9,100
795,BlauweDag,Suzan & Freek,dutch pop,2019,98,56,70,-7,28,51,183,25,5,68
796,HomburgSingleVersionRemasterMono,Procol Harum,album rock,2019,142,66,36,-8,6,38,237,10,3,32
797,Uncharted,Kensington,dutch pop,2019,139,53,59,-7,29,23,241,14,3,65
798,Despacito,Luis Fonsi,latin,2019,178,80,66,-5,7,84,229,20,15,80
799,DancingOnMyOwn,Calum Scott,australian pop,2019,113,17,68,-9,10,24,260,84,3,28
800,ChildinTime,Deep Purple,album rock,1970,127,46,34,-11,9,35,620,17,4,45
801,LetItBeRemastered,The Beatles,british invasion,1970,143,40,44,-8,11,41,243,63,3,79
802,BridgeOverTroubledWater,Simon & Garfunkel,classic rock,1970,80,21,15,-14,12,26,293,82,3,71
803,ParanoidRemaster,Black Sabbath,album rock,1970,163,66,42,-12,18,45,168,0,7,68
804,HaveYouEverSeenTheRain,Creedence Clearwater Revival,album rock,1970,116,47,74,-13,19,89,160,9,3,71
805,YourSong,Elton John,glam rock,1970,128,32,55,-11,10,33,242,83,3,77
806,TheBoxer,Simon & Garfunkel,classic rock,1970,93,49,44,-14,16,63,309,70,6,72
807,Du,Peter Maffay,classic schlager,1970,94,45,49,-12,43,46,298,15,3,53
808,IWalktheLine,Johnny Cash,arkansas country,1970,99,26,71,-15,10,56,177,88,4,71
809,SambaPaTi,Santana,blues rock,1970,92,36,41,-13,8,27,285,83,3,63
810,ImmigrantSongRemaster,Led Zeppelin,album rock,1970,113,93,56,-10,35,62,146,1,6,77
811,WhollStopTheRain,Creedence Clearwater Revival,album rock,1970,124,80,60,-7,7,62,147,4,3,66
812,OurHouse,Crosby  Stills  Nash & Young,album rock,1970,140,21,59,-15,12,38,180,90,5,68
813,TeachYourChildren,Crosby  Stills  Nash & Young,album rock,1970,155,28,50,-15,39,67,173,64,3,63
814,TheLongAndWindingRoadRemastered,The Beatles,british invasion,1970,132,33,30,-10,6,39,218,76,3,64
815,FatherAndSon,Yusuf / Cat Stevens,british folk,1970,136,33,50,-11,10,40,221,59,3,74
816,AlmostCutMyHair,Crosby  Stills  Nash & Young,album rock,1970,137,47,47,-10,16,57,269,18,4,62
817,ElCondorPasaIfICould,Simon & Garfunkel,classic rock,1970,148,21,33,-18,18,28,187,84,3,62
818,Question,The Moody Blues,album rock,1970,76,66,22,-10,47,32,344,2,5,50
819,IHeardItThroughTheGrapevine,Creedence Clearwater Revival,album rock,1970,119,84,63,-6,10,88,663,8,5,47
820,SinceIveBeenLovingYouRemaster,Led Zeppelin,album rock,1970,119,36,39,-11,12,31,444,0,3,63
821,GetBackRemastered,The Beatles,british invasion,1970,123,59,76,-10,61,33,189,49,6,65
822,TheManWhoSoldtheWorldRemaster,David Bowie,album rock,1970,118,39,47,-14,14,55,241,64,3,63
823,LongAsICanSeeTheLight,Creedence Clearwater Revival,album rock,1970,127,41,71,-7,6,53,211,35,4,60
824,RoadhouseBlues,The Doors,album rock,1970,121,63,61,-8,15,90,244,34,3,73
825,MySweetLord,George Harrison,album rock,1970,121,70,54,-9,8,58,281,10,3,76
826,Memories,Earth & Fire,classic uk pop,1970,131,79,31,-8,11,26,201,35,5,29
827,Cecilia,Simon & Garfunkel,classic rock,1970,103,88,76,-9,22,95,175,36,4,73
828,FireandRain,James Taylor,adult standards,1970,76,35,61,-14,8,36,201,50,4,73
829,LookinOutMyBackDoor,Creedence Clearwater Revival,album rock,1970,105,66,75,-6,9,86,152,19,4,67
830,ortoRemaster,Chicago,adult standards,1970,147,91,60,-7,8,72,290,31,6,64
831,WorkingClassHeroRemasteredLennonLegendVersion,John Lennon,album rock,1970,159,17,48,-19,12,19,228,73,5,57
832,LuckyManRemasteredVersion,Emerson  Lake & Palmer,album rock,1970,154,38,35,-16,5,48,276,9,3,60
833,IntotheMysticRemaster,Van Morrison,classic rock,1970,86,52,61,-10,12,80,206,37,3,72
834,CarryOn,Crosby  Stills  Nash & Young,album rock,1970,119,50,46,-12,27,53,266,6,4,58
835,TheyLongToBeCloseToYou,Carpenters,adult standards,1970,89,25,53,-15,12,24,276,71,3,60
836,MoveOnUp,Curtis Mayfield,chicago soul,1970,139,97,54,-6,12,93,166,42,9,67
837,TearsInTheMorningRemastered,The Beach Boys,baroque pop,1970,128,36,38,-11,29,24,251,71,4,38
838,UpAroundTheBend,Creedence Clearwater Revival,album rock,1970,130,85,59,-6,27,81,161,6,3,69
839,SouthernManRemaster,Neil Young,album rock,1970,162,57,37,-9,13,66,331,39,3,53
840,StairwaytoHeavenRemaster,Led Zeppelin,album rock,1971,82,34,34,-12,12,20,483,58,3,79
841,ImagineRemastered,John Lennon,album rock,1971,76,26,55,-12,9,17,188,91,3,78
842,RidersontheStorm,The Doors,album rock,1971,104,72,55,-12,11,72,435,25,3,74
843,Echoes,Pink Floyd,album rock,1971,134,32,28,-17,11,14,"1,412",37,4,58
844,Vincent,Don McLean,adult standards,1971,92,9,42,-19,34,46,243,91,4,69
845,MeandBobbyMcGee,Janis Joplin,blues rock,1971,93,46,45,-11,15,66,271,30,4,71
846,BabaORiley,The Who,album rock,1971,117,72,49,-8,29,15,300,31,4,77
847,LifeonMarsRemaster,David Bowie,album rock,1971,123,38,44,-15,5,22,236,64,4,71
848,IAmISaidSingleVersion,Neil Diamond,adult standards,1971,91,38,25,-14,11,51,213,14,3,60
849,AintNoSunshine,Bill Withers,classic soul,1971,80,42,48,-11,12,51,125,46,12,76
850,WildHorses,The Rolling Stones,album rock,1971,140,39,43,-7,8,16,342,69,3,72
851,LAWoman,The Doors,album rock,1971,171,73,35,-9,12,70,471,8,4,67
852,WhatsGoingOn,Marvin Gaye,classic soul,1971,203,82,27,-6,36,81,233,10,10,69
853,HaloofFlies,Alice Cooper,album rock,1971,122,57,39,-13,9,40,502,39,5,44
854,AmericanPie,Don McLean,adult standards,1971,138,48,53,-12,8,49,517,70,6,74
855,TinyDancer,Elton John,glam rock,1971,145,43,41,-11,15,28,377,38,3,79
856,MorningHasBroken,Yusuf / Cat Stevens,british folk,1971,133,32,42,-13,9,41,200,62,3,68
857,OneWayWind,The Cats,classic uk pop,1971,109,65,65,-10,18,72,221,4,2,54
858,OneofTheseDays,Pink Floyd,album rock,1971,104,51,38,-15,54,40,355,1,5,55
859,NothingRhymed,Gilbert O  Sullivan,adult standards,1971,175,59,23,-9,13,55,204,31,4,35
860,BrownSugarRemastered,The Rolling Stones,album rock,1971,129,93,63,-4,6,96,229,22,3,71
861,YouveGotaFriend,Carole King,adult standards,1971,169,26,47,-11,12,46,309,88,3,68
862,LocomotiveBreath,Jethro Tull,album rock,1971,125,53,68,-13,6,35,266,42,9,60
863,SheFliesOnStrangeWings,Golden Earring,album rock,1971,131,70,32,-8,11,25,443,2,4,37
864,ChangesRemaster,David Bowie,album rock,1971,115,31,55,-12,11,41,218,51,4,66
865,MercedesBenz,Janis Joplin,blues rock,1971,87,11,70,-15,7,52,108,94,55,58
866,HonkyTonkWomenMonoVersion,The Rolling Stones,album rock,1971,120,78,56,-7,7,97,179,36,6,67
867,YouveGotaFriend,James Taylor,adult standards,1971,92,28,70,-15,8,45,269,68,3,68
868,CryBaby,Janis Joplin,blues rock,1971,83,42,47,-10,5,50,239,52,3,66
869,StormAndThunder,Earth & Fire,classic uk pop,1971,133,33,27,-11,13,6,388,5,4,24
870,RoundaboutRemaster,Yes,album rock,1971,133,76,41,-9,8,39,511,7,7,66
